OID,PID
2872,1275
2872,2214
2872,2214
2872,2214
2872,1249
2872,1249
2872,1249
2872,2610
2872,2610
2872,2610
2873,3291
2873,3291
2873,3291
2874,2959
2874,2959
2874,2959
2875,1611
2875,1611
2875,1611
2875,33
2875,2836
2875,2836
2876,3688
2876,3688
2876,3850
2876,46
2876,46
2877,885
2877,885
2877,573
2877,3256
2878,1092
2878,1092
2878,50
2878,50
2878,3561
2878,3561
2879,1108
2879,1108
2879,1108
2879,1690
2880,2799
2880,2799
2880,2799
2881,763
2881,2217
2881,2003
2881,2003
2881,2950
2881,2107
2881,2107
2882,3655
2882,2764
2882,2764
2882,2764
2883,668
2883,668
2883,947
2883,947
2883,2330
2883,2330
2883,1917
2883,1917
2883,1917
2883,1114
2883,1114
2884,1289
2884,1289
2885,1100
2885,1100
2885,1100
2885,1893
2885,1893
2885,3252
2885,3252
2885,3554
2885,3554
2885,3554
2885,3199
2885,3199
2885,3199
2886,487
2886,487
2887,1389
2887,1389
2887,1389
2887,1988
2888,981
2888,981
2888,981
2889,1687
2889,3400
2890,2496
2890,2496
2890,2496
2890,223
2890,223
2890,223
2891,2355
2891,3748
2891,2457
2891,72
2891,72
2892,1937
2892,1937
2892,1937
2892,3081
2892,3081
2892,2650
2892,2650
2892,2650
2893,1338
2893,1338
2893,1338
2893,3750
2893,1614
2893,1614
2893,3152
2893,3152
2893,3152
2894,3557
2894,3557
2894,3557
2894,925
2894,1544
2894,1532
2894,1532
2894,1532
2895,628
2895,628
2895,628
2895,3858
2895,3858
2896,1052
2896,1052
2896,3215
2896,3215
2897,2966
2897,2095
2898,2820
2898,970
2898,970
2898,970
2899,852
2899,852
2899,852
2899,3045
2899,3262
2899,1720
2899,1720
2899,1720
2899,1007
2900,2567
2900,2567
2900,2567
2900,1666
2900,1666
2900,2686
2901,391
2901,391
2901,391
2901,1456
2901,1456
2901,3292
2901,3292
2901,3292
2902,125
2902,125
2902,620
2902,620
2902,620
2902,307
2903,2002
2903,3904
2903,3904
2903,1063
2903,470
2903,470
2904,2422
2904,2422
2904,1893
2904,1893
2904,1206
2904,1206
2904,4022
2904,4022
2905,2733
2905,2733
2905,2733
2905,2809
2905,2809
2905,596
2905,596
2905,596
2905,981
2905,981
2905,2212
2905,2212
2905,2212
2906,2471
2906,2471
2906,184
2906,184
2906,184
2906,759
2906,1069
2906,1069
2906,1069
2907,953
2907,953
2907,953
2907,3502
2907,3502
2907,3502
2908,405
2908,405
2908,3410
2908,3410
2908,3410
2908,3451
2908,3451
2908,3137
2908,3137
2909,289
2909,689
2909,689
2909,689
2909,3614
2909,3614
2909,2563
2910,2665
2910,2665
2910,1227
2910,1227
2910,1227
2911,2696
2911,1680
2911,1680
2911,1680
2911,940
2911,940
2911,940
2911,2021
2911,2021
2911,2021
2911,1158
2912,2524
2912,356
2912,1
2912,1
2912,1
2913,2109
2914,1895
2914,1895
2914,1895
2915,3411
2915,3411
2915,214
2915,214
2915,1518
2915,1518
2915,728
2915,2852
2915,2852
2916,2143
2916,2143
2916,3046
2916,3046
2916,3046
2916,634
2916,3779
2916,1725
2916,1725
2916,1725
2917,3140
2917,3140
2917,499
2917,499
2918,705
2918,3499
2918,3632
2918,3632
2918,3318
2918,323
2918,323
2918,323
2919,3451
2919,3451
2919,2700
2919,2700
2919,2700
2919,2635
2919,2635
2919,2635
2920,1682
2920,1192
2920,1192
2920,1192
2921,3194
2921,3194
2922,2221
2922,806
2922,806
2922,806
2923,744
2923,744
2923,744
2923,1912
2923,1912
2923,1072
2924,3059
2924,1890
2924,1890
2924,1890
2924,3392
2925,3657
2925,3657
2925,3657
2925,117
2925,117
2925,117
2926,276
2926,276
2926,276
2926,926
2926,926
2926,2170
2926,2170
2926,2170
2927,2360
2927,2360
2927,2360
2927,1661
2927,1661
2927,631
2927,631
2927,1821
2927,1821
2927,1821
2928,3582
2928,3582
2928,1242
2928,1242
2928,1242
2928,3807
2928,2420
2928,2420
2928,2420
2928,431
2929,3372
2929,3372
2929,3372
2929,219
2929,219
2929,219
2930,2841
2930,2841
2930,1646
2931,3275
2931,3275
2931,212
2931,3973
2931,3973
2932,3414
2932,1073
2932,686
2932,686
2932,686
2932,105
2932,105
2932,105
2932,155
2933,2198
2933,2198
2933,2198
2933,703
2933,1808
2933,1808
2933,2489
2933,3712
2934,3394
2934,3394
2934,3394
2934,2091
2934,2091
2934,3646
2934,3646
2935,335
2935,335
2935,335
2935,475
2935,475
2935,475
2936,2010
2936,2167
2936,2167
2936,3413
2936,3413
2936,3413
2936,938
2936,938
2937,2155
2937,2155
2937,2155
2937,3864
2937,3544
2937,3544
2937,3544
2937,3431
2937,3431
2937,3431
2938,3616
2938,3616
2938,3621
2938,1824
2938,1824
2938,1824
2938,190
2938,190
2938,190
2939,872
2939,872
2939,1093
2939,1093
2939,1093
2939,3273
2939,3273
2940,3508
2940,3508
2940,3240
2941,60
2941,60
2941,3879
2941,1244
2942,2950
2942,180
2942,180
2943,1516
2943,1187
2943,195
2943,195
2943,195
2943,425
2943,464
2943,464
2943,464
2944,3086
2944,3086
2944,3086
2944,1993
2944,3880
2944,3880
2945,3634
2945,3634
2945,2415
2945,1234
2945,2734
2945,3634
2945,3634
2946,28
2946,1215
2947,301
2947,301
2947,1259
2947,1259
2947,1259
2947,681
2948,1604
2948,1604
2948,1604
2948,4007
2948,220
2948,220
2948,220
2949,1044
2949,1044
2949,1044
2950,3240
2950,3240
2950,1735
2950,1735
2950,1735
2951,1361
2951,1361
2951,1361
2951,2918
2951,2918
2951,2324
2951,802
2951,802
2951,802
2951,3936
2951,3936
2952,3703
2952,3703
2952,3703
2953,2147
2953,2147
2953,2147
2954,1817
2954,1817
2954,2870
2954,2870
2954,2870
2954,338
2954,338
2954,338
2954,278
2955,3479
2955,659
2955,659
2955,659
2955,173
2956,233
2956,233
2956,2056
2956,2056
2956,2056
2957,2549
2957,1621
2957,1621
2957,1129
2957,1129
2957,1995
2957,1995
2957,1995
2958,2429
2958,3283
2958,3294
2958,3294
2958,3294
2958,1890
2958,923
2958,923
2958,923
2959,165
2959,2634
2959,2932
2959,2932
2959,2932
2959,585
2959,585
2959,585
2960,506
2960,506
2960,477
2960,477
2960,477
2961,1158
2961,1158
2961,549
2961,549
2961,2911
2961,2911
2961,2911
2961,3675
2961,3675
2961,2009
2961,2009
2961,2009
2962,3777
2962,3777
2962,2290
2962,2024
2963,1881
2963,1881
2963,1881
2964,3029
2964,3029
2964,3029
2965,2964
2965,2964
2965,2964
2965,99
2965,99
2965,99
2966,268
2966,268
2966,268
2966,1594
2966,1594
2967,1528
2967,1609
2967,1609
2967,2329
2967,2329
2967,2329
2967,2917
2967,1946
2967,1946
2967,1946
2968,2333
2968,2333
2969,3883
2969,3883
2969,3883
2969,3979
2969,637
2969,637
2969,3263
2969,3263
2969,1604
2970,892
2970,892
2970,3126
2970,1367
2970,1367
2970,2121
2970,2121
2971,3907
2971,3907
2972,1448
2972,1448
2972,1448
2972,1058
2972,1058
2972,1058
2972,2758
2972,2758
2972,2947
2972,2947
2973,46
2973,1927
2973,18
2973,1739
2973,1739
2973,1739
2973,1139
2973,1139
2974,468
2974,468
2974,2576
2974,2576
2974,1984
2974,1984
2974,1984
2975,2806
2975,2806
2975,2268
2975,2268
2976,3835
2976,3835
2976,3835
2976,723
2976,723
2977,2305
2977,2305
2977,3444
2977,3444
2977,3444
2977,1431
2978,1528
2978,595
2978,1782
2978,1973
2978,1973
2978,2363
2978,2363
2978,2363
2979,984
2979,984
2980,2078
2980,2078
2981,1275
2981,1275
2981,1275
2982,3630
2982,3630
2982,3630
2982,1838
2982,1838
2982,1838
2982,684
2982,206
2982,206
2982,206
2982,1412
2982,1412
2982,1412
2983,1859
2983,1859
2983,1859
2983,926
2983,143
2983,143
2983,2662
2983,2662
2983,2662
2984,3354
2984,3354
2985,637
2985,637
2985,929
2985,929
2985,929
2985,1095
2985,1095
2985,1095
2985,471
2986,3807
2986,3807
2986,3807
2986,830
2986,830
2986,830
2986,1626
2986,1626
2986,1626
2986,790
2986,790
2986,790
2986,3620
2987,236
2987,236
2987,2521
2987,2521
2987,2521
2987,2482
2987,2482
2987,2487
2987,2487
2987,2487
2988,3929
2988,3929
2989,1454
2989,1454
2989,1454
2989,3274
2990,174
2990,3130
2990,3369
2990,3369
2991,240
2991,3632
2991,3632
2991,3632
2991,1930
2991,1930
2991,1930
2991,3397
2991,3397
2991,3397
2991,1538
2991,1538
2992,2761
2992,2761
2992,1109
2992,1109
2992,2420
2992,3808
2992,2262
2992,2262
2992,2262
2993,3974
2993,3974
2993,749
2993,749
2993,3331
2993,3331
2993,2090
2993,2090
2993,2090
2994,1573
2994,1573
2994,1573
2994,274
2994,3129
2994,3129
2995,2929
2996,1574
2996,1574
2996,3119
2996,3119
2996,2860
2996,2860
2996,2860
2997,2817
2997,2817
2997,3300
2997,3300
2997,1734
2997,1734
2998,3393
2998,3393
2998,3393
2998,316
2998,316
2998,316
2999,3461
2999,3461
2999,3461
2999,1742
2999,1742
2999,2960
2999,570
2999,570
2999,570
3000,3091
3000,3091
3000,3091
3000,2584
3000,2584
3000,2584
3000,847
3000,847
3000,847
3000,2805
3000,2805
3000,2805
3001,1224
3002,1164
3002,1164
3002,1164
3002,1228
3002,1228
3002,1228
3002,2403
3002,2403
3002,2403
3002,2206
3002,2001
3002,2001
3002,2001
3003,2716
3003,2716
3003,1865
3003,1865
3003,2883
3003,2883
3003,3867
3003,3867
3004,2224
3004,408
3004,408
3004,1575
3004,1575
3004,1575
3005,3536
3005,3536
3005,3536
3005,745
3005,745
3005,745
3006,3196
3006,4006
3006,4006
3006,4006
3006,2812
3006,3578
3006,3578
3006,3578
3006,3715
3006,3715
3006,3715
3007,3837
3007,3837
3007,1772
3007,1772
3008,3207
3008,3207
3008,191
3008,191
3008,191
3008,1586
3008,921
3008,921
3009,977
3009,1107
3009,1107
3009,1107
3009,3286
3009,3286
3009,3912
3010,3820
3010,1045
3010,1045
3010,1045
3010,2335
3011,334
3011,334
3011,334
3011,3508
3011,3508
3011,3706
3011,847
3011,847
3011,847
3011,3943
3011,3943
3011,3943
3012,1172
3012,2922
3012,2922
3012,233
3012,233
3012,233
3012,163
3012,163
3012,2565
3012,2565
3013,1161
3013,79
3013,79
3014,3754
3015,3705
3015,3705
3015,3705
3015,3239
3015,3239
3015,46
3016,1365
3017,154
3017,154
3017,1346
3017,1346
3017,437
3017,437
3017,1651
3017,3978
3017,3978
3018,1596
3018,2316
3018,2316
3018,2316
3018,2300
3018,2300
3018,2300
3018,1242
3018,1242
3019,1986
3019,1986
3019,1253
3019,1253
3019,1253
3020,2258
3020,2258
3020,2258
3020,622
3020,975
3020,975
3020,2983
3020,2653
3020,2653
3021,1098
3021,1098
3022,888
3022,888
3022,888
3022,3031
3022,3031
3022,1518
3022,3154
3022,3154
3022,3154
3022,2682
3022,2682
3022,2682
3023,3062
3023,3062
3023,2199
3023,2199
3024,1251
3024,1251
3024,1251
3024,3315
3024,3315
3024,3315
3025,1995
3025,2811
3025,3977
3026,1590
3026,1590
3026,3312
3026,3312
3026,3312
3026,1507
3026,1507
3027,769
3027,769
3027,3849
3028,3081
3028,3081
3028,3769
3028,2457
3028,2457
3028,2098
3028,3659
3028,3659
3028,3659
3029,2953
3029,2953
3029,2953
3029,2974
3030,1437
3030,1437
3030,1437
3031,2829
3031,3882
3031,3882
3031,3882
3031,1673
3031,1673
3031,1673
3032,3958
3032,1145
3032,1145
3032,1145
3032,3733
3032,3733
3032,3733
3032,349
3032,349
3032,349
3033,3576
3034,4002
3034,4002
3034,3834
3034,3834
3034,2788
3034,2788
3035,394
3035,394
3035,394
3035,2101
3035,682
3035,2450
3035,2450
3036,2538
3036,1117
3036,1117
3036,3203
3036,3203
3036,3203
3036,2244
3036,2244
3036,2244
3036,2748
3037,38
3037,38
3037,2814
3037,2814
3037,2814
3037,108
3037,2573
3037,2028
3037,2028
3037,2028
3038,1141
3038,1141
3038,1141
3038,126
3038,272
3038,272
3038,272
3039,3852
3039,2514
3039,2514
3040,1277
3040,1277
3040,1277
3040,889
3040,889
3041,919
3041,919
3042,3923
3042,3923
3042,3767
3042,3767
3042,3767
3042,2071
3042,3584
3042,3584
3042,3584
3042,2352
3042,2352
3042,2352
3043,2750
3043,2750
3044,131
3044,131
3044,2055
3044,2055
3044,2055
3044,969
3044,969
3044,2548
3044,2548
3044,2548
3045,111
3045,111
3045,908
3045,908
3045,213
3045,213
3046,2448
3047,1579
3047,1579
3047,1222
3047,1222
3047,1563
3047,1563
3047,1563
3047,730
3047,730
3047,668
3047,668
3048,3075
3048,3075
3048,3075
3048,1048
3048,1048
3048,2808
3049,1172
3049,1805
3049,1805
3049,1805
3049,3880
3050,3993
3050,3993
3051,785
3051,476
3051,476
3052,2492
3052,2492
3052,2492
3053,308
3053,308
3053,1906
3053,1906
3053,1906
3053,320
3053,320
3053,320
3054,115
3054,839
3054,598
3054,598
3054,598
3055,3215
3055,2325
3055,2325
3056,1929
3056,1929
3056,2615
3056,2615
3056,2615
3056,1386
3056,2523
3057,3578
3057,3578
3057,3578
3058,1076
3058,1076
3058,1076
3058,3223
3058,1311
3058,1311
3058,1311
3058,2334
3058,887
3058,887
3058,887
3059,1578
3059,1578
3059,1578
3059,286
3059,286
3059,286
3059,3223
3059,3223
3059,3223
3059,1913
3059,1913
3059,1913
3059,2038
3060,2332
3060,2332
3060,3222
3060,3222
3060,3673
3060,1027
3060,1027
3060,1027
3061,1146
3061,1146
3061,1146
3061,3656
3062,1783
3062,1783
3062,3911
3062,3962
3062,3962
3062,3962
3062,3047
3062,3047
3063,1860
3063,1860
3063,757
3063,757
3063,757
3063,2
3063,2
3063,2
3063,3414
3063,3414
3064,2696
3064,2696
3064,2696
3064,2165
3064,684
3064,3549
3065,2444
3065,3403
3065,3403
3066,3465
3066,3465
3066,3465
3067,2131
3067,1351
3067,1351
3067,1351
3068,2863
3068,2863
3068,2863
3069,2278
3069,2278
3069,2278
3069,1144
3069,1144
3069,1144
3070,751
3070,720
3070,2627
3070,2627
3070,3601
3070,3601
3070,2903
3071,1667
3071,1667
3071,1667
3071,1315
3071,3138
3071,3715
3071,3715
3071,3715
3072,922
3072,922
3072,922
3072,1599
3072,1599
3072,3254
3072,1289
3072,1289
3072,1289
3073,3604
3073,3515
3073,3515
3073,1149
3073,1149
3074,1958
3074,1958
3074,3081
3074,3081
3074,3081
3075,1165
3075,1147
3075,1147
3075,1147
3075,2507
3075,2507
3075,2507
3075,420
3075,420
3076,1772
3076,1772
3076,1772
3076,1977
3076,1977
3076,562
3076,562
3077,369
3077,1143
3077,1143
3077,1143
3077,3764
3077,3764
3077,3764
3078,114
3078,114
3078,12
3078,106
3078,106
3078,106
3079,2957
3079,2957
3079,2957
3080,918
3080,918
3080,2220
3080,3347
3080,3347
3080,3212
3080,3258
3081,2615
3081,2027
3081,2027
3081,2027
3082,2241
3083,1694
3083,1955
3083,1955
3083,1955
3083,2694
3083,2694
3084,2749
3084,2749
3084,2749
3084,3044
3085,754
3085,754
3085,1516
3085,1516
3085,3621
3085,150
3086,1144
3086,1144
3086,1624
3086,1624
3086,1624
3086,456
3086,2139
3086,2139
3086,1063
3087,2024
3087,2024
3087,2024
3088,2642
3088,2642
3088,2642
3088,2630
3088,2630
3088,1469
3088,1469
3088,1469
3089,107
3090,3174
3090,3174
3090,3174
3091,2513
3092,1771
3092,1771
3092,1771
3092,3000
3092,3000
3092,3365
3092,3365
3092,3365
3092,2614
3092,2614
3092,2232
3092,2232
3092,2232
3093,2911
3093,2358
3093,2358
3093,1173
3093,1555
3093,1555
3094,196
3094,196
3094,196
3094,3774
3094,924
3094,924
3094,2196
3095,2760
3095,2760
3095,312
3095,312
3095,2234
3095,2234
3095,2234
3095,3501
3095,3501
3095,3501
3096,2299
3096,2299
3096,2299
3096,1902
3096,1902
3096,1902
3096,1233
3097,1195
3097,3061
3097,3061
3098,1432
3098,1432
3098,1107
3098,3578
3098,1308
3098,1308
3098,1308
3099,884
3099,884
3099,884
3099,2472
3099,2472
3100,2336
3100,2336
3100,2336
3100,2040
3100,2040
3100,2040
3101,744
3101,744
3102,617
3102,617
3102,1650
3102,477
3102,477
3102,477
3103,468
3103,468
3104,403
3104,403
3104,403
3104,3410
3104,3410
3104,3410
3104,3029
3104,3029
3104,3029
3104,2368
3104,2368
3104,2368
3104,1963
3104,1963
3105,1449
3105,2144
3105,2144
3105,2144
3105,3948
3105,1514
3105,1514
3105,947
3106,2694
3106,2694
3106,2694
3106,2413
3106,2413
3106,2413
3106,2163
3106,2163
3107,2932
3107,3709
3107,1282
3107,3162
3107,3162
3107,3162
3108,1756
3108,1756
3108,452
3108,452
3108,2457
3108,2457
3108,2457
3108,626
3108,626
3108,1892
3108,1892
3109,1709
3109,1709
3109,1709
3109,2362
3109,2362
3109,2362
3109,3407
3109,3407
3109,3407
3110,3219
3110,3219
3110,1201
3110,263
3110,3649
3110,3649
3111,3375
3111,3375
3111,3375
3111,590
3111,590
3111,4012
3111,4012
3111,4012
3111,2308
3111,2308
3111,3912
3111,3912
3111,3912
3112,1962
3112,3115
3112,3115
3112,3115
3112,3564
3112,3564
3113,2336
3113,1090
3113,3150
3113,3150
3113,3150
3114,477
3114,477
3115,130
3115,2868
3115,2868
3115,2868
3116,2446
3116,749
3117,3084
3117,3084
3117,949
3117,949
3117,2428
3117,1604
3117,1604
3117,1604
3118,2933
3118,2933
3118,1515
3118,40
3118,40
3118,2633
3118,2633
3118,1353
3118,1353
3118,1353
3119,277
3119,26
3120,1631
3120,2087
3120,2087
3120,2087
3120,4022
3120,2180
3120,807
3121,2223
3121,2223
3121,1949
3121,1949
3121,3922
3121,3922
3121,3922
3121,2409
3122,3205
3122,3205
3122,3205
3123,0
3123,0
3123,0
3123,3584
3123,3584
3123,3526
3123,3526
3123,561
3124,2390
3124,3187
3124,3187
3124,3187
3124,124
3124,1111
3124,3550
3124,3550
3125,3815
3126,2767
3126,661
3127,3592
3127,453
3127,453
3128,1913
3128,1913
3128,1913
3128,2541
3128,2541
3128,2541
3129,1001
3129,2594
3129,2594
3129,2594
3129,3955
3129,3955
3129,3955
3129,2818
3129,2818
3129,2818
3129,1254
3130,2670
3130,2670
3130,3876
3131,2819
3132,337
3132,337
3132,337
3132,3060
3132,3060
3133,1761
3133,1761
3133,1761
3134,2762
3134,2762
3134,3794
3135,2910
3135,1120
3135,392
3135,3266
3136,1085
3136,2173
3136,2475
3136,2475
3136,995
3136,995
3136,995
3137,732
3137,732
3137,3859
3137,3859
3137,3859
3138,115
3138,115
3138,3410
3139,3051
3139,3685
3139,3685
3139,2241
3139,2241
3139,2241
3139,3231
3140,1441
3140,1441
3140,3002
3140,1143
3140,1143
3140,2246
3140,2246
3140,2246
3141,2715
3141,2715
3141,2715
3141,3987
3141,3987
3141,1283
3141,1283
3141,1283
3142,2586
3142,2586
3142,2586
3143,1603
3143,1603
3143,591
3143,591
3143,612
3143,612
3143,612
3143,2590
3143,2590
3143,3002
3143,3002
3144,702
3144,217
3144,217
3144,2166
3144,2166
3144,2166
3144,555
3144,555
3144,555
3144,1919
3144,1919
3144,1919
3145,1129
3145,411
3145,702
3145,1644
3146,3409
3146,3409
3146,3409
3146,3286
3146,3286
3146,3286
3146,1341
3146,1341
3146,1341
3146,2638
3146,2638
3147,3893
3147,3893
3147,3617
3147,1125
3147,1125
3147,1125
3147,2515
3148,3776
3148,3776
3148,3776
3148,3501
3148,3501
3148,674
3148,674
3148,3836
3148,3578
3148,3578
3149,1556
3149,1556
3149,1080
3149,1080
3149,1080
3149,2178
3149,2178
3149,2178
3149,3676
3150,2160
3150,2160
3150,2160
3151,2805
3151,2805
3151,2805
3151,3554
3151,3554
3151,3554
3151,2584
3151,2584
3151,3564
3152,559
3152,559
3152,559
3152,3027
3152,3027
3152,3027
3153,502
3153,502
3154,801
3154,801
3154,801
3155,1379
3155,1379
3155,1379
3155,3157
3155,3157
3156,393
3156,393
3156,393
3156,464
3156,464
3156,464
3157,566
3157,566
3157,3110
3157,3481
3157,2927
3158,1870
3158,1870
3158,3005
3158,3005
3158,3586
3158,2320
3158,2320
3159,3887
3159,3887
3159,3887
3160,3620
3160,3620
3160,2701
3160,2701
3160,2701
3160,1070
3161,579
3161,579
3162,3266
3162,3266
3162,3050
3162,3050
3162,3050
3163,3110
3163,3110
3164,279
3164,279
3164,3157
3164,3367
3164,3367
3164,3367
3164,785
3164,785
3165,16
3165,16
3165,726
3165,3396
3165,3396
3165,1809
3165,1809
3165,2777
3165,2777
3166,3522
3167,1359
3167,1359
3167,1359
3167,1023
3167,1023
3167,2879
3167,2879
3167,2879
3168,505
3168,2295
3168,2295
3168,2295
3169,1758
3169,1758
3169,3317
3170,3953
3170,3953
3170,3953
3170,2602
3170,2602
3170,2602
3170,308
3170,308
3170,308
3170,2780
3170,2780
3170,2811
3171,1594
3171,1594
3171,1594
3172,1486
3172,1486
3172,1486
3172,2653
3172,2653
3172,2653
3172,850
3172,850
3172,850
3172,3098
3172,3098
3172,3098
3172,3494
3172,3494
3172,3494
3173,133
3173,133
3173,133
3173,1251
3173,1251
3173,1328
3174,1839
3174,555
3174,1308
3174,1308
3174,1308
3174,2726
3175,2976
3175,2976
3175,2976
3175,1784
3175,1784
3175,1784
3175,318
3175,3223
3176,3470
3176,2311
3176,2311
3176,2311
3177,1541
3177,3329
3177,922
3177,922
3177,339
3177,339
3177,339
3178,3949
3178,3949
3178,3949
3178,2191
3178,2191
3178,2191
3178,2579
3178,2579
3178,3575
3178,3575
3178,3575
3179,797
3179,797
3179,590
3179,590
3179,932
3179,3735
3179,3735
3179,3735
3179,610
3179,610
3180,1949
3180,1949
3180,1949
3180,2865
3180,993
3180,993
3181,630
3181,630
3182,44
3182,2858
3182,2026
3182,2026
3182,2026
3182,1041
3182,1041
3182,1041
3182,910
3183,3874
3183,1946
3183,1946
3184,2938
3184,2349
3184,2349
3184,2349
3184,2341
3184,2341
3184,2341
3184,3396
3184,1225
3185,60
3185,1028
3185,1028
3185,1028
3185,1976
3185,1976
3185,1976
3185,347
3185,347
3186,2274
3187,2363
3187,605
3187,605
3187,605
3188,3769
3188,3769
3188,3195
3188,193
3188,193
3189,947
3189,348
3189,348
3189,348
3189,310
3189,310
3190,3551
3190,3551
3190,857
3190,3415
3190,3415
3190,711
3191,2644
3191,2644
3191,303
3191,3154
3191,3154
3191,3154
3192,3141
3192,3141
3192,1809
3192,502
3192,502
3193,182
3193,182
3193,182
3193,3681
3193,3681
3193,3681
3193,1001
3193,1001
3193,53
3193,53
3194,3315
3194,3118
3194,3118
3194,3118
3195,2529
3195,2529
3195,169
3195,169
3195,3371
3195,3371
3195,3371
3195,251
3195,251
3195,251
3195,1900
3196,617
3196,617
3196,207
3196,207
3196,416
3197,3029
3197,3029
3197,790
3197,790
3198,1171
3198,1171
3198,1171
3198,1037
3198,1171
3198,1171
3198,1171
3199,4005
3199,4005
3200,1810
3200,1810
3200,1810
3200,75
3200,1581
3201,395
3201,395
3201,395
3202,856
3202,955
3202,3341
3202,3341
3203,3023
3204,3994
3204,3994
3204,1816
3204,1816
3204,1816
3204,1716
3204,1716
3204,1716
3204,3800
3204,3813
3204,3813
3204,3813
3205,3482
3205,3482
3206,2972
3206,2972
3206,2972
3206,847
3206,847
3206,891
3206,891
3206,891
3207,1976
3208,1383
3208,3899
3208,3899
3208,3899
3208,905
3209,1746
3209,1746
3209,1746
3210,2304
3210,2304
3210,2304
3210,2471
3210,2471
3211,3753
3211,3753
3211,3753
3212,2916
3212,2916
3212,731
3212,731
3212,731
3212,1210
3212,1210
3212,1210
3212,2610
3213,518
3213,518
3213,1814
3213,1814
3213,1814
3213,262
3213,262
3213,262
3213,2001
3213,2001
3214,1638
3214,1638
3214,2979
3214,2979
3214,2979
3215,558
3215,2115
3215,275
3216,1815
3216,1815
3216,1815
3216,863
3216,863
3216,863
3216,3270
3216,2956
3216,2956
3216,2956
3216,125
3216,125
3217,2178
3217,2178
3217,709
3217,709
3217,709
3218,3326
3218,3326
3218,3326
3218,774
3218,774
3218,3718
3218,1952
3218,1952
3218,1360
3219,3803
3219,3803
3219,4016
3220,1883
3220,1883
3220,2805
3220,2805
3220,2805
3220,2996
3221,332
3221,332
3222,169
3222,169
3222,3722
3222,3722
3222,712
3222,712
3222,712
3222,61
3222,1965
3223,2421
3223,3581
3223,3581
3223,3581
3223,1587
3223,3166
3224,1584
3224,597
3224,1016
3224,1016
3224,1016
3224,2537
3225,1081
3225,1081
3225,155
3226,3968
3226,1425
3226,1425
3226,1425
3226,2640
3226,367
3227,2160
3227,2160
3227,2160
3228,2058
3228,2058
3229,771
3230,1168
3230,1168
3230,1168
3230,1547
3230,1547
3230,1547
3231,2116
3231,3104
3231,3104
3231,3077
3231,3077
3231,3077
3231,1897
3231,1897
3231,1897
3232,2839
3232,2839
3232,2839
3232,3796
3232,3796
3232,3796
3233,519
3233,519
3233,2008
3233,2008
3233,2008
3234,3124
3234,1494
3235,3512
3235,3512
3235,3512
3235,2153
3235,2153
3235,1497
3235,1497
3235,2784
3235,2784
3236,2697
3236,2697
3236,1054
3236,1054
3236,1054
3237,3211
3237,3211
3237,2463
3237,2463
3237,1588
3237,1588
3238,2668
3238,1528
3238,1143
3238,1143
3238,2111
3238,2111
3238,2111
3239,1027
3239,1027
3239,1027
3239,670
3239,670
3239,561
3239,2670
3239,1442
3239,1442
3239,1442
3240,100
3240,100
3240,100
3240,1100
3240,1100
3240,1100
3240,2155
3240,2155
3240,2376
3241,1681
3241,2710
3242,2597
3242,2597
3242,3906
3242,3906
3243,1022
3243,1022
3244,1483
3244,1483
3244,3199
3245,2891
3245,2891
3245,2891
3245,129
3246,1895
3246,1895
3246,1895
3246,1948
3246,1948
3246,1948
3246,2563
3246,2563
3246,2563
3246,991
3246,991
3246,464
3246,464
3246,464
3247,3277
3247,3277
3248,1180
3248,706
3248,2114
3248,1916
3248,1916
3248,2141
3249,2296
3249,3208
3249,3208
3249,3208
3249,435
3249,435
3249,3806
3249,3806
3249,3806
3249,3868
3250,1009
3250,1009
3250,1009
3250,3935
3250,3935
3250,3935
3250,726
3250,3230
3250,3230
3250,3230
3251,2818
3251,2818
3251,2818
3252,2189
3252,2189
3252,1221
3252,1221
3252,1221
3252,3665
3252,3665
3252,2398
3252,2398
3252,2398
3252,1708
3252,1708
3252,1708
3253,3925
3253,3925
3253,2206
3253,2206
3253,2206
3253,1686
3253,1686
3253,1686
3253,854
3253,854
3253,854
3253,1288
3253,1288
3254,2074
3254,2198
3254,2198
3255,2504
3255,2504
3255,65
3255,2220
3255,449
3255,1433
3255,1433
3256,2578
3256,2578
3256,2578
3256,647
3256,647
3256,647
3256,3958
3256,3958
3256,3958
3257,2717
3257,2717
3257,2717
3258,3045
3258,729
3258,3755
3258,3755
3258,3755
3258,3133
3258,3133
3258,3133
3258,3199
3258,3199
3259,400
3259,400
3259,555
3259,555
3259,555
3259,1682
3259,1682
3259,1190
3259,1190
3260,1882
3260,1882
3260,3663
3260,3663
3260,487
3260,487
3260,487
3260,2032
3260,2032
3260,2032
3260,1605
3260,1605
3260,1605
3261,3670
3261,3670
3261,2319
3262,1348
3262,1348
3262,1348
3262,3326
3262,3326
3262,3326
3263,404
3263,404
3263,3182
3263,3182
3263,3182
3263,668
3263,668
3263,406
3263,406
3263,406
3263,1450
3263,1450
3263,1450
3264,3220
3264,3220
3265,1108
3265,1108
3265,1108
3265,2406
3265,2406
3266,1529
3266,1529
3266,1529
3267,632
3267,632
3267,2284
3267,2127
3267,2127
3267,2127
3268,1087
3268,1087
3268,1087
3268,2759
3268,1023
3269,3288
3269,3288
3269,293
3269,293
3269,293
3270,3963
3270,1159
3270,1159
3270,1159
3270,1904
3270,1904
